hotel,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
0,1.0,43,0,27,2,1,3,3,0,0,2.0,2.0,0,0,0,3.0,0,0,241.0,0.0,0.0,108.8,0.0,0.0
0,0.0,70,0,27,2,2,3,2,0,0,0.0,0.0,0,0,0,4.0,0,0,250.0,0.0,0.0,137.0,0.0,1.0
0,1.0,45,0,27,2,2,3,2,0,0,2.0,2.0,0,0,0,,0,0,241.0,0.0,0.0,117.81,0.0,0.0
0,0.0,45,0,27,2,2,3,2,0,0,,2.0,0,0,0,3.0,0,0,8.0,0.0,1.0,79.5,0.0,0.0
0,0.0,16,0,27,2,2,3,2,0,0,0.0,0.0,0,0,0,,0,0,214.65992721391024,0.0,0.0,123.0,0.0,0.0
0,0.0,107,0,27,2,2,5,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,110.7,0.0,2.0
0,1.0,47,0,27,2,2,5,2,2,0,2.0,2.0,0,0,0,,0,0,240.0,0.0,0.0,153.0,0.0,0.0
0,0.0,96,0,27,2,2,5,2,0,0,,2.0,0,0,0,0.0,0,0,134.0,0.0,0.0,58.95,0.0,1.0
0,0.0,113,0,27,2,2,5,2,0,0,,2.0,0,0,0,4.0,0,0,156.0,0.0,3.0,82.88,0.0,2.0
0,0.0,113,0,27,2,2,5,2,0,0,,2.0,0,0,0,3.0,0,0,156.0,0.0,3.0,67.58,0.0,2.0
0,0.0,93,0,27,2,3,8,2,0,0,,2.0,0,0,0,0.0,0,0,156.0,0.0,1.0,56.01,0.0,0.0
0,0.0,76,0,27,2,4,10,2,0,0,,2.0,0,0,0,3.0,0,0,243.0,0.0,1.0,110.7,0.0,0.0
0,0.0,3,0,27,2,0,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,88.2,1.0,0.0
0,0.0,1,0,27,2,0,1,2,0,0,2.0,2.0,0,0,0,,0,0,240.0,0.0,0.0,147.0,1.0,0.0
0,0.0,1,0,27,2,0,1,2,2,0,0.0,0.0,0,0,0,,0,0,214.65992721391024,0.0,0.0,107.0,1.0,2.0
0,0.0,0,0,27,2,0,1,2,0,0,0.0,0.0,0,0,0,,0,0,214.65992721391024,0.0,0.0,147.0,0.0,0.0
0,0.0,0,0,27,2,0,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,117.9,0.0,2.0
0,0.0,0,0,27,2,0,1,2,0,0,0.0,0.0,0,0,0,,0,0,214.65992721391024,0.0,0.0,123.0,0.0,0.0
0,0.0,14,0,27,2,0,2,2,0,0,2.0,2.0,0,0,0,0.0,0,0,242.0,0.0,0.0,98.0,0.0,1.0
0,0.0,10,0,27,2,0,2,2,0,0,2.0,2.0,0,0,0,,0,0,241.0,0.0,0.0,117.81,0.0,0.0
0,0.0,5,0,27,2,0,2,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,135.0,1.0,2.0
0,0.0,17,0,27,2,0,3,2,0,0,0.0,0.0,0,0,0,,0,0,250.0,0.0,0.0,133.0,0.0,1.0
0,0.0,93,0,27,2,0,3,2,0,0,,2.0,0,0,0,0.0,0,0,115.0,0.0,1.0,58.95,0.0,0.0
0,1.0,3,0,27,2,0,3,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,136.33,0.0,2.0
0,0.0,10,0,27,3,0,2,2,2,0,2.0,2.0,0,0,0,,0,0,240.0,0.0,0.0,153.0,1.0,0.0
0,0.0,3,0,27,3,0,2,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,110.5,0.0,0.0
0,0.0,51,0,27,3,0,2,2,0,0,2.0,2.0,0,0,0,3.0,0,0,242.0,0.0,0.0,97.0,0.0,0.0
0,1.0,71,0,27,3,0,2,3,0,0,,2.0,0,0,0,0.0,0,0,242.0,0.0,0.0,110.3,0.0,2.0
0,1.0,63,0,27,3,0,2,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,82.0,0.0,2.0
0,1.0,62,0,27,3,0,2,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,97.0,0.0,1.0
0,1.0,101,0,27,3,0,2,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,73.8,0.0,1.0
0,0.0,2,0,27,3,0,2,2,0,0,,2.0,0,0,0,0.0,0,0,3.0,0.0,0.0,91.5,0.0,0.0
0,0.0,15,0,27,3,0,2,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,114.5,0.0,0.0
0,1.0,51,0,27,3,0,2,3,0,0,2.0,2.0,0,0,0,0.0,0,0,242.0,0.0,0.0,110.3,0.0,0.0
0,0.0,3,0,27,3,1,2,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,90.9,1.0,0.0
0,1.0,48,0,27,3,1,2,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,123.0,0.0,0.0
0,0.0,2,0,27,3,2,2,1,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,122.0,0.0,0.0
0,0.0,72,0,27,3,2,2,2,0,0,,2.0,0,0,0,0.0,0,0,105.0,0.0,0.0,110.7,1.0,0.0
0,0.0,81,0,27,3,2,6,3,0,0,,2.0,0,0,0,3.0,0,0,5.0,0.0,0.0,85.86,0.0,0.0
0,0.0,99,0,27,3,2,7,2,0,0,,2.0,0,0,0,0.0,0,0,40.0,0.0,1.0,58.95,0.0,0.0
0,1.0,368,0,27,3,3,7,2,0,0,,2.0,0,0,0,0.0,0,0,40.0,0.0,1.0,55.68,0.0,0.0
0,0.0,364,0,27,3,3,7,2,0,0,,2.0,0,0,0,0.0,0,0,40.0,0.0,1.0,55.68,0.0,0.0
0,0.0,99,0,27,3,3,7,2,0,0,,2.0,0,0,0,4.0,0,0,115.0,0.0,1.0,111.15,0.0,0.0
0,0.0,324,0,27,3,4,10,2,0,0,,2.0,0,0,0,4.0,0,0,40.0,0.0,1.0,134.73,0.0,0.0
0,1.0,79,0,27,3,6,15,2,1,0,,2.0,0,0,0,0.0,0,0,242.0,0.0,0.0,108.73,0.0,2.0
0,0.0,12,0,27,3,0,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,73.8,0.0,0.0
0,0.0,9,0,27,3,0,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,98.0,1.0,2.0
0,0.0,1,0,27,3,0,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,131.0,0.0,1.0
0,0.0,21,0,27,3,0,1,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,123.0,0.0,0.0
0,0.0,9,0,27,3,0,1,2,0,0,2.0,2.0,0,0,0,,0,0,241.0,0.0,0.0,94.71,0.0,0.0
0,0.0,109,0,27,3,0,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,123.0,0.0,2.0
0,1.0,109,0,27,3,0,2,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,123.0,0.0,1.0
0,1.0,72,0,27,3,0,2,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,73.8,0.0,1.0
0,1.0,63,0,27,3,2,5,2,0,0,2.0,2.0,0,0,0,,0,0,242.0,0.0,0.0,117.0,0.0,1.0
0,0.0,63,0,27,3,2,5,3,0,0,,2.0,0,0,0,4.0,0,0,105.0,0.0,0.0,196.54,0.0,1.0
0,0.0,101,0,27,3,2,5,2,1,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,99.3,1.0,2.0
0,0.0,102,0,27,3,2,5,2,0,0,0.0,0.0,0,0,0,4.0,0,0,250.0,0.0,0.0,90.95,0.0,0.0
0,0.0,4,0,27,4,2,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,250.0,0.0,0.0,92.67,0.0,1.0
0,0.0,98,0,27,4,2,1,2,0,0,,2.0,0,0,0,3.0,0,0,8.0,0.0,0.0,71.55,1.0,0.0
0,0.0,92,0,27,4,2,4,1,2,0,,2.0,0,0,0,,0,0,241.0,0.0,0.0,96.49,0.0,2.0
0,0.0,95,0,27,4,2,4,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,85.8,1.0,2.0
0,0.0,102,0,27,4,2,5,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,96.3,0.0,1.0
0,1.0,26,0,27,4,2,5,2,2,0,2.0,2.0,0,0,0,,0,0,240.0,0.0,0.0,163.0,0.0,0.0
0,1.0,73,0,27,4,2,5,3,0,0,0.0,0.0,0,0,0,3.0,0,0,250.0,0.0,0.0,172.0,0.0,1.0
0,1.0,102,0,27,4,2,5,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,110.7,0.0,1.0
0,0.0,115,0,27,4,2,5,2,0,0,,2.0,0,0,0,0.0,0,0,134.0,0.0,0.0,58.95,0.0,1.0
0,0.0,102,0,27,4,2,5,2,0,1,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,73.8,0.0,2.0
0,0.0,86,0,27,4,2,5,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,97.0,0.0,2.0
0,0.0,78,0,27,4,2,5,2,0,1,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,139.0,0.0,2.0
0,0.0,52,0,27,4,2,5,2,0,0,2.0,2.0,0,0,0,0.0,0,0,147.0,0.0,0.0,67.24,0.0,0.0
0,0.0,29,0,27,4,2,6,3,0,0,2.0,2.0,0,0,0,4.0,0,0,241.0,0.0,0.0,116.5,0.0,1.0
0,1.0,101,0,27,4,2,6,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,96.3,0.0,1.0
0,0.0,109,0,27,4,2,6,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,123.0,0.0,1.0
0,0.0,92,0,27,4,4,6,2,0,0,,2.0,0,0,0,3.0,0,0,40.0,0.0,1.0,71.55,0.0,1.0
0,0.0,92,0,27,4,4,6,2,0,0,,2.0,0,0,0,3.0,0,0,40.0,0.0,1.0,71.55,0.0,1.0
0,0.0,30,0,27,4,0,1,2,0,0,,2.0,0,0,0,3.0,0,0,8.0,0.0,1.0,79.5,0.0,0.0
0,1.0,51,0,27,4,0,1,1,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,105.0,0.0,0.0
0,1.0,73,0,27,4,0,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,73.8,0.0,2.0
0,1.0,33,0,27,4,0,1,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,113.0,0.0,0.0
0,0.0,8,0,27,4,0,1,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,123.0,0.0,0.0
0,0.0,100,0,27,4,1,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,3.0,73.8,1.0,1.0
0,0.0,1,0,27,4,1,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,114.5,0.0,0.0
0,0.0,100,0,27,4,1,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,3.0,73.8,0.0,2.0
0,0.0,100,0,27,4,1,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,3.0,73.8,0.0,1.0
0,0.0,9,0,28,5,1,0,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,88.2,0.0,1.0
0,1.0,5,0,28,5,1,0,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,97.0,0.0,0.0
0,0.0,9,0,28,5,1,0,1,0,0,2.0,2.0,0,0,0,0.0,0,0,184.0,0.0,0.0,89.0,0.0,0.0
0,0.0,2,0,28,5,1,0,1,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,80.1,0.0,0.0
0,0.0,2,0,28,5,1,0,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,98.0,0.0,0.0
0,0.0,9,0,28,5,1,0,1,0,0,2.0,2.0,0,0,0,0.0,0,0,184.0,0.0,0.0,101.0,1.0,0.0
0,0.0,2,0,28,5,1,0,2,0,0,0.0,0.0,0,0,0,,0,0,214.65992721391024,0.0,0.0,167.0,0.0,1.0
0,0.0,80,0,28,5,2,0,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,97.0,1.0,0.0
0,0.0,97,0,28,5,2,2,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,87.3,0.0,2.0
0,0.0,109,0,28,5,2,3,2,1,0,,2.0,0,0,0,0.0,0,0,241.0,0.0,0.0,85.59,1.0,2.0
0,0.0,30,0,28,5,2,3,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,123.0,0.0,0.0
0,0.0,64,0,28,5,2,3,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,107.0,0.0,0.0
0,0.0,39,0,28,5,2,4,2,0,0,2.0,2.0,0,0,0,,0,0,240.0,0.0,0.0,163.0,0.0,0.0
0,0.0,90,0,28,5,2,4,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,82.0,0.0,0.0
0,1.0,34,0,28,5,2,4,2,2,0,2.0,2.0,0,0,0,,0,0,240.0,0.0,0.0,163.0,0.0,0.0
0,1.0,93,0,28,5,2,5,2,0,0,,2.0,0,0,0,3.0,0,0,15.0,0.0,0.0,105.5,0.0,0.0
0,0.0,29,0,28,5,2,5,2,0,0,2.0,2.0,0,0,0,,0,0,241.0,0.0,0.0,97.29,0.0,1.0
0,1.0,101,0,28,5,2,5,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,114.0,0.0,1.0
0,0.0,27,0,28,5,2,5,2,0,0,,2.0,0,0,0,4.0,0,0,175.0,0.0,0.0,98.4,0.0,0.0
0,0.0,82,0,28,5,4,6,2,0,0,,2.0,0,0,0,3.0,0,0,5.0,0.0,0.0,63.6,1.0,2.0
0,0.0,110,0,28,5,4,7,2,0,0,,2.0,0,0,0,3.0,0,0,40.0,0.0,1.0,110.7,0.0,0.0
0,0.0,96,0,28,5,4,10,1,0,0,,2.0,0,0,0,0.0,0,0,40.0,0.0,1.0,74.07,0.0,0.0
0,0.0,79,0,28,5,4,10,2,0,0,,2.0,0,0,0,3.0,0,0,243.0,0.0,1.0,134.1,0.0,0.0
0,0.0,111,0,28,6,1,3,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,123.0,0.0,2.0
0,0.0,51,0,28,6,1,3,2,0,0,2.0,2.0,0,0,0,,0,0,241.0,0.0,0.0,117.81,1.0,2.0
0,0.0,94,0,28,6,1,3,3,0,0,,2.0,0,0,0,3.0,0,0,96.0,0.0,0.0,171.32,0.0,1.0
0,0.0,81,0,28,6,1,3,2,2,0,0.0,0.0,0,0,0,,0,0,250.0,0.0,0.0,210.0,1.0,0.0
0,0.0,51,0,28,6,1,3,3,0,0,2.0,2.0,0,0,0,,0,0,241.0,0.0,0.0,117.81,0.0,2.0
0,0.0,111,0,28,6,0,0,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,0.0,0.0,2.0
0,0.0,0,0,28,6,0,0,1,0,0,0.0,0.0,0,0,0,4.0,0,0,250.0,0.0,0.0,0.0,0.0,0.0
0,0.0,2,0,28,6,1,0,2,1,0,0.0,0.0,0,0,0,0.0,0,0,214.65992721391024,0.0,0.0,131.0,0.0,0.0
0,0.0,7,0,28,6,1,1,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,98.0,0.0,2.0
0,0.0,98,0,28,6,1,1,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,87.3,1.0,1.0
0,0.0,95,0,28,6,1,2,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,97.0,0.0,1.0
0,1.0,48,0,28,6,1,3,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,167.0,0.0,0.0
0,0.0,66,0,28,6,1,3,2,0,0,,2.0,0,0,0,0.0,0,0,175.0,0.0,0.0,91.5,0.0,0.0
0,0.0,28,0,28,6,1,4,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,123.0,0.0,0.0
0,0.0,34,0,28,6,1,4,2,0,0,0.0,0.0,0,0,0,,0,0,250.0,0.0,0.0,175.0,1.0,0.0
0,0.0,98,0,28,6,1,5,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,117.8,1.0,1.0
0,0.0,68,0,28,6,2,5,2,2,0,2.0,2.0,0,0,0,,0,0,240.0,0.0,0.0,185.0,0.0,0.0
0,1.0,86,0,28,6,2,5,1,0,0,,2.0,0,0,0,0.0,0,0,175.0,0.0,0.0,71.0,0.0,1.0
0,0.0,258,0,28,6,2,5,2,0,0,,2.0,0,0,0,0.0,0,0,2.0,0.0,1.0,47.25,0.0,0.0
0,0.0,111,0,28,6,3,5,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,151.0,0.0,1.0
0,1.0,94,0,28,6,3,7,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,87.3,0.0,0.0
0,0.0,112,0,28,6,3,7,2,0,0,,2.0,0,0,0,0.0,0,0,242.0,0.0,0.0,120.6,0.0,1.0
0,0.0,97,0,28,6,3,7,2,0,0,,2.0,0,0,0,3.0,0,0,156.0,0.0,1.0,91.37,0.0,2.0
0,0.0,90,0,28,6,4,10,2,0,0,,2.0,0,0,0,3.0,0,0,8.0,0.0,1.0,110.7,0.0,0.0
0,0.0,111,0,28,6,4,10,2,0,0,,2.0,0,0,0,0.0,0,0,40.0,0.0,1.0,93.6,0.0,0.0
0,0.0,65,0,28,6,2,5,2,0,0,,2.0,0,0,0,3.0,0,0,127.0,0.0,0.0,83.5,0.0,0.0
0,1.0,67,0,28,7,0,2,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,73.8,0.0,1.0
0,0.0,55,0,28,7,0,3,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,82.0,1.0,2.0
0,0.0,21,0,28,7,0,3,2,1,0,0.0,0.0,0,0,0,,0,0,250.0,0.0,0.0,185.5,0.0,1.0
0,0.0,8,0,28,7,0,0,2,0,0,0.0,0.0,0,0,0,0.0,0,0,214.65992721391024,0.0,0.0,0.0,0.0,1.0
0,0.0,8,0,28,7,0,0,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0,0,28,7,0,1,1,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,109.8,0.0,3.0
0,0.0,0,0,28,7,0,1,3,0,0,0.0,0.0,0,0,0,,0,0,214.65992721391024,0.0,0.0,195.0,1.0,0.0
0,0.0,66,0,28,7,0,4,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,97.0,0.0,2.0
0,0.0,88,0,28,7,0,4,3,0,0,,2.0,0,0,0,3.0,0,0,95.0,0.0,0.0,150.0,0.0,1.0
0,1.0,43,0,28,7,0,5,2,0,0,,2.0,0,0,0,0.0,0,0,134.0,0.0,0.0,91.5,0.0,0.0
0,1.0,88,0,28,7,2,5,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,139.0,0.0,2.0
0,0.0,54,0,28,7,2,5,2,0,0,,2.0,0,0,0,3.0,0,0,8.0,0.0,0.0,79.5,0.0,0.0
0,1.0,292,0,28,7,2,5,2,0,0,,2.0,0,0,0,0.0,0,0,2.0,0.0,1.0,47.25,0.0,0.0
0,0.0,112,0,28,7,4,10,2,0,0,,2.0,0,0,0,3.0,0,0,156.0,0.0,1.0,126.65,0.0,1.0
0,0.0,68,0,28,8,0,3,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,107.0,0.0,1.0
0,0.0,7,0,28,8,0,4,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,131.0,1.0,2.0
0,0.0,1,0,28,8,0,4,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,131.0,1.0,1.0
0,1.0,113,0,28,8,0,4,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,123.0,0.0,1.0
0,0.0,5,0,28,8,0,4,2,0,0,2.0,2.0,0,0,0,3.0,0,0,240.0,0.0,0.0,146.0,0.0,1.0
0,0.0,83,0,28,8,0,4,2,0,0,,2.0,0,0,0,0.0,0,0,105.0,0.0,0.0,110.7,0.0,1.0
0,1.0,105,0,28,8,0,4,2,0,0,2.0,2.0,0,0,0,0.0,0,0,240.0,0.0,0.0,73.8,0.0,1.0
0,0.0,0,0,28,8,0,1,1,0,0,,2.0,0,0,0,0.0,0,0,146.0,0.0,0.0,61.0,0.0,0.0
0,1.0,1,0,28,8,0,1,2,0,0,1.0,1.0,0,0,0,0.0,0,0,214.65992721391024,0.0,0.0,104.72,0.0,1.0
0,0.0,1,0,28,8,0,2,2,0,0,1.0,1.0,0,0,0,0.0,0,0,214.65992721391024,0.0,0.0,104.72,1.0,1.0
0,1.0,102,0,28,8,1,4,2,0,0,0.0,0.0,0,0,0,0.0,0,0,9.0,0.0,0.0,66.42,0.0,1.0
0,1.0,280,0,28,8,2,5,2,1,0,,2.0,0,0,0,3.0,0,0,40.0,0.0,1.0,112.0,0.0,1.0
0,0.0,96,0,28,8,2,5,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,107.0,0.0,1.0
0,0.0,394,0,28,8,2,5,2,0,0,,2.0,0,0,0,3.0,0,0,40.0,0.0,1.0,89.68,0.0,0.0
0,0.0,33,0,28,8,2,5,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,0.0,155.0,0.0,0.0
0,0.0,82,0,28,8,2,6,3,0,0,0.0,0.0,0,0,0,0.0,0,0,250.0,0.0,0.0,112.0,0.0,1.0
0,0.0,100,0,28,8,2,7,2,0,0,2.0,2.0,0,0,0,4.0,0,0,240.0,0.0,3.0,100.1,0.0,2.0
0,0.0,17,0,28,9,0,1,2,2,0,2.0,2.0,0,0,0,,0,0,242.0,0.0,0.0,123.0,0.0,3.0
0,0.0,68,0,28,9,0,2,3,0,0,0.0,0.0,0,0,0,0.0,0,0,250.0,0.0,0.0,124.0,1.0,1.0
0,1.0,77,0,28,9,0,3,2,0,0,0.0,0.0,0,0,0,3.0,0,0,250.0,0.0,0.0,97.0,0.0,0.0
