hotel,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests
,0.0,99,,27,3,2,7,2,0,0,0,0,0,0,,40.0,0.0,58.95,0.0,0.0
,1.0,368,,27,3,3,7,2,0,0,0,0,0,0,,40.0,0.0,55.68,0.0,0.0
,0.0,364,,27,3,3,7,2,0,0,0,0,0,0,,40.0,0.0,55.68,0.0,0.0
,0.0,99,,27,3,3,7,2,0,0,0,0,0,0,,115.0,0.0,111.15,0.0,0.0
,0.0,324,,27,3,4,10,2,0,0,0,0,0,0,,40.0,0.0,134.73,0.0,0.0
,1.0,79,,27,3,6,15,2,1,0,0,0,0,0,,242.0,0.0,108.73,0.0,2.0
,0.0,12,,27,3,0,1,2,0,0,0,0,0,0,,240.0,0.0,73.8,0.0,0.0
,0.0,9,,27,3,0,1,2,0,0,0,0,0,0,,240.0,0.0,98.0,1.0,2.0
,0.0,1,,27,3,0,1,2,0,0,0,0,0,0,,240.0,0.0,131.0,0.0,1.0
,0.0,21,,27,3,0,1,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,0.0
,0.0,9,,27,3,0,1,2,0,0,0,0,0,0,,241.0,0.0,94.71,0.0,0.0
,0.0,109,,27,3,0,1,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,2.0
,1.0,109,,27,3,0,2,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,1.0
,1.0,72,,27,3,0,2,2,0,0,0,0,0,0,,240.0,0.0,73.8,0.0,1.0
,1.0,63,,27,3,2,5,2,0,0,0,0,0,0,,242.0,0.0,117.0,0.0,1.0
,0.0,63,,27,3,2,5,3,0,0,0,0,0,0,,105.0,0.0,196.54,0.0,1.0
,0.0,101,,27,3,2,5,2,1,0,0,0,0,0,,240.0,0.0,99.3,1.0,2.0
,0.0,102,,27,3,2,5,2,0,0,0,0,0,0,,250.0,0.0,90.95,0.0,0.0
,0.0,4,,27,4,2,1,2,0,0,0,0,0,0,,250.0,0.0,92.67,0.0,1.0
,0.0,98,,27,4,2,1,2,0,0,0,0,0,0,,8.0,0.0,71.55,1.0,0.0
,0.0,92,,27,4,2,4,1,2,0,0,0,0,0,,241.0,0.0,96.49,0.0,2.0
,0.0,95,,27,4,2,4,2,0,0,0,0,0,0,,240.0,0.0,85.8,1.0,2.0
,0.0,102,,27,4,2,5,2,0,0,0,0,0,0,,240.0,0.0,96.3,0.0,1.0
,1.0,26,,27,4,2,5,2,2,0,0,0,0,0,,240.0,0.0,163.0,0.0,0.0
,1.0,73,,27,4,2,5,3,0,0,0,0,0,0,,250.0,0.0,172.0,0.0,1.0
,1.0,102,,27,4,2,5,2,0,0,0,0,0,0,,240.0,0.0,110.7,0.0,1.0
,0.0,115,,27,4,2,5,2,0,0,0,0,0,0,,134.0,0.0,58.95,0.0,1.0
,0.0,102,,27,4,2,5,2,0,1,0,0,0,0,,240.0,0.0,73.8,0.0,2.0
,0.0,86,,27,4,2,5,2,0,0,0,0,0,0,,240.0,0.0,97.0,0.0,2.0
,0.0,78,,27,4,2,5,2,0,1,0,0,0,0,,240.0,0.0,139.0,0.0,2.0
,0.0,52,,27,4,2,5,2,0,0,0,0,0,0,,147.0,0.0,67.24,0.0,0.0
,0.0,29,,27,4,2,6,3,0,0,0,0,0,0,,241.0,0.0,116.5,0.0,1.0
,1.0,101,,27,4,2,6,2,0,0,0,0,0,0,,240.0,0.0,96.3,0.0,1.0
,0.0,109,,27,4,2,6,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,1.0
,0.0,92,,27,4,4,6,2,0,0,0,0,0,0,,40.0,0.0,71.55,0.0,1.0
,0.0,92,,27,4,4,6,2,0,0,0,0,0,0,,40.0,0.0,71.55,0.0,1.0
,0.0,30,,27,4,0,1,2,0,0,0,0,0,0,,8.0,0.0,79.5,0.0,0.0
,1.0,51,,27,4,0,1,1,0,0,0,0,0,0,,240.0,0.0,105.0,0.0,0.0
,1.0,73,,27,4,0,1,2,0,0,0,0,0,0,,240.0,0.0,73.8,0.0,2.0
,1.0,33,,27,4,0,1,2,0,0,0,0,0,0,,240.0,0.0,113.0,0.0,0.0
,0.0,8,,27,4,0,1,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,0.0
,0.0,100,,27,4,1,1,2,0,0,0,0,0,0,,240.0,0.0,73.8,1.0,1.0
,0.0,1,,27,4,1,1,2,0,0,0,0,0,0,,240.0,0.0,114.5,0.0,0.0
,0.0,100,,27,4,1,1,2,0,0,0,0,0,0,,240.0,0.0,73.8,0.0,2.0
,0.0,100,,27,4,1,1,2,0,0,0,0,0,0,,240.0,0.0,73.8,0.0,1.0
,0.0,9,,28,5,1,0,2,0,0,0,0,0,0,,240.0,0.0,88.2,0.0,1.0
,1.0,5,,28,5,1,0,2,0,0,0,0,0,0,,240.0,0.0,97.0,0.0,0.0
,0.0,9,,28,5,1,0,1,0,0,0,0,0,0,,184.0,0.0,89.0,0.0,0.0
,0.0,2,,28,5,1,0,1,0,0,0,0,0,0,,240.0,0.0,80.1,0.0,0.0
,0.0,2,,28,5,1,0,2,0,0,0,0,0,0,,240.0,0.0,98.0,0.0,0.0
,0.0,9,,28,5,1,0,1,0,0,0,0,0,0,,184.0,0.0,101.0,1.0,0.0
,0.0,2,,28,5,1,0,2,0,0,0,0,0,0,,214.65992721391024,0.0,167.0,0.0,1.0
,0.0,80,,28,5,2,0,2,0,0,0,0,0,0,,240.0,0.0,97.0,1.0,0.0
,0.0,97,,28,5,2,2,2,0,0,0,0,0,0,,240.0,0.0,87.3,0.0,2.0
,0.0,109,,28,5,2,3,2,1,0,0,0,0,0,,241.0,0.0,85.59,1.0,2.0
,0.0,30,,28,5,2,3,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,0.0
,0.0,64,,28,5,2,3,2,0,0,0,0,0,0,,240.0,0.0,107.0,0.0,0.0
,0.0,39,,28,5,2,4,2,0,0,0,0,0,0,,240.0,0.0,163.0,0.0,0.0
,0.0,90,,28,5,2,4,2,0,0,0,0,0,0,,240.0,0.0,82.0,0.0,0.0
,1.0,34,,28,5,2,4,2,2,0,0,0,0,0,,240.0,0.0,163.0,0.0,0.0
,1.0,93,,28,5,2,5,2,0,0,0,0,0,0,,15.0,0.0,105.5,0.0,0.0
,0.0,29,,28,5,2,5,2,0,0,0,0,0,0,,241.0,0.0,97.29,0.0,1.0
,1.0,101,,28,5,2,5,2,0,0,0,0,0,0,,240.0,0.0,114.0,0.0,1.0
,0.0,27,,28,5,2,5,2,0,0,0,0,0,0,,175.0,0.0,98.4,0.0,0.0
,0.0,82,,28,5,4,6,2,0,0,0,0,0,0,,5.0,0.0,63.6,1.0,2.0
,0.0,110,,28,5,4,7,2,0,0,0,0,0,0,,40.0,0.0,110.7,0.0,0.0
,0.0,96,,28,5,4,10,1,0,0,0,0,0,0,,40.0,0.0,74.07,0.0,0.0
,0.0,79,,28,5,4,10,2,0,0,0,0,0,0,,243.0,0.0,134.1,0.0,0.0
,0.0,111,,28,6,1,3,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,2.0
,0.0,51,,28,6,1,3,2,0,0,0,0,0,0,,241.0,0.0,117.81,1.0,2.0
,0.0,94,,28,6,1,3,3,0,0,0,0,0,0,,96.0,0.0,171.32,0.0,1.0
,0.0,81,,28,6,1,3,2,2,0,0,0,0,0,,250.0,0.0,210.0,1.0,0.0
,0.0,51,,28,6,1,3,3,0,0,0,0,0,0,,241.0,0.0,117.81,0.0,2.0
,0.0,111,,28,6,0,0,2,0,0,0,0,0,0,,240.0,0.0,0.0,0.0,2.0
,0.0,0,,28,6,0,0,1,0,0,0,0,0,0,,250.0,0.0,0.0,0.0,0.0
,0.0,2,,28,6,1,0,2,1,0,0,0,0,0,,214.65992721391024,0.0,131.0,0.0,0.0
,0.0,7,,28,6,1,1,2,0,0,0,0,0,0,,240.0,0.0,98.0,0.0,2.0
,0.0,98,,28,6,1,1,2,0,0,0,0,0,0,,240.0,0.0,87.3,1.0,1.0
,0.0,95,,28,6,1,2,2,0,0,0,0,0,0,,240.0,0.0,97.0,0.0,1.0
,1.0,48,,28,6,1,3,2,0,0,0,0,0,0,,240.0,0.0,167.0,0.0,0.0
,0.0,66,,28,6,1,3,2,0,0,0,0,0,0,,175.0,0.0,91.5,0.0,0.0
,0.0,28,,28,6,1,4,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,0.0
,0.0,34,,28,6,1,4,2,0,0,0,0,0,0,,250.0,0.0,175.0,1.0,0.0
,0.0,98,,28,6,1,5,2,0,0,0,0,0,0,,240.0,0.0,117.8,1.0,1.0
,0.0,68,,28,6,2,5,2,2,0,0,0,0,0,,240.0,0.0,185.0,0.0,0.0
,1.0,86,,28,6,2,5,1,0,0,0,0,0,0,,175.0,0.0,71.0,0.0,1.0
,0.0,258,,28,6,2,5,2,0,0,0,0,0,0,,2.0,0.0,47.25,0.0,0.0
,0.0,111,,28,6,3,5,2,0,0,0,0,0,0,,240.0,0.0,151.0,0.0,1.0
,1.0,94,,28,6,3,7,2,0,0,0,0,0,0,,240.0,0.0,87.3,0.0,0.0
,0.0,112,,28,6,3,7,2,0,0,0,0,0,0,,242.0,0.0,120.6,0.0,1.0
,0.0,97,,28,6,3,7,2,0,0,0,0,0,0,,156.0,0.0,91.37,0.0,2.0
,0.0,90,,28,6,4,10,2,0,0,0,0,0,0,,8.0,0.0,110.7,0.0,0.0
,0.0,111,,28,6,4,10,2,0,0,0,0,0,0,,40.0,0.0,93.6,0.0,0.0
,0.0,65,,28,6,2,5,2,0,0,0,0,0,0,,127.0,0.0,83.5,0.0,0.0
,1.0,67,,28,7,0,2,2,0,0,0,0,0,0,,240.0,0.0,73.8,0.0,1.0
,0.0,55,,28,7,0,3,2,0,0,0,0,0,0,,240.0,0.0,82.0,1.0,2.0
,0.0,21,,28,7,0,3,2,1,0,0,0,0,0,,250.0,0.0,185.5,0.0,1.0
,0.0,8,,28,7,0,0,2,0,0,0,0,0,0,,214.65992721391024,0.0,0.0,0.0,1.0
,0.0,8,,28,7,0,0,2,0,0,0,0,0,0,,240.0,0.0,0.0,0.0,1.0
,0.0,0,,28,7,0,1,1,0,0,0,0,0,0,,240.0,0.0,109.8,0.0,3.0
,0.0,0,,28,7,0,1,3,0,0,0,0,0,0,,214.65992721391024,0.0,195.0,1.0,0.0
,0.0,66,,28,7,0,4,2,0,0,0,0,0,0,,240.0,0.0,97.0,0.0,2.0
,0.0,88,,28,7,0,4,3,0,0,0,0,0,0,,95.0,0.0,150.0,0.0,1.0
,1.0,43,,28,7,0,5,2,0,0,0,0,0,0,,134.0,0.0,91.5,0.0,0.0
,1.0,88,,28,7,2,5,2,0,0,0,0,0,0,,240.0,0.0,139.0,0.0,2.0
,0.0,54,,28,7,2,5,2,0,0,0,0,0,0,,8.0,0.0,79.5,0.0,0.0
,1.0,292,,28,7,2,5,2,0,0,0,0,0,0,,2.0,0.0,47.25,0.0,0.0
,0.0,112,,28,7,4,10,2,0,0,0,0,0,0,,156.0,0.0,126.65,0.0,1.0
,0.0,68,,28,8,0,3,2,0,0,0,0,0,0,,240.0,0.0,107.0,0.0,1.0
,0.0,7,,28,8,0,4,2,0,0,0,0,0,0,,240.0,0.0,131.0,1.0,2.0
,0.0,1,,28,8,0,4,2,0,0,0,0,0,0,,240.0,0.0,131.0,1.0,1.0
,1.0,113,,28,8,0,4,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,1.0
,0.0,5,,28,8,0,4,2,0,0,0,0,0,0,,240.0,0.0,146.0,0.0,1.0
,0.0,83,,28,8,0,4,2,0,0,0,0,0,0,,105.0,0.0,110.7,0.0,1.0
,1.0,105,,28,8,0,4,2,0,0,0,0,0,0,,240.0,0.0,73.8,0.0,1.0
,0.0,0,,28,8,0,1,1,0,0,0,0,0,0,,146.0,0.0,61.0,0.0,0.0
,1.0,1,,28,8,0,1,2,0,0,0,0,0,0,,214.65992721391024,0.0,104.72,0.0,1.0
,0.0,1,,28,8,0,2,2,0,0,0,0,0,0,,214.65992721391024,0.0,104.72,1.0,1.0
,1.0,102,,28,8,1,4,2,0,0,0,0,0,0,,9.0,0.0,66.42,0.0,1.0
,1.0,280,,28,8,2,5,2,1,0,0,0,0,0,,40.0,0.0,112.0,0.0,1.0
,0.0,96,,28,8,2,5,2,0,0,0,0,0,0,,240.0,0.0,107.0,0.0,1.0
,0.0,394,,28,8,2,5,2,0,0,0,0,0,0,,40.0,0.0,89.68,0.0,0.0
,0.0,33,,28,8,2,5,2,0,0,0,0,0,0,,240.0,0.0,155.0,0.0,0.0
,0.0,82,,28,8,2,6,3,0,0,0,0,0,0,,250.0,0.0,112.0,0.0,1.0
,0.0,100,,28,8,2,7,2,0,0,0,0,0,0,,240.0,0.0,100.1,0.0,2.0
,0.0,17,,28,9,0,1,2,2,0,0,0,0,0,,242.0,0.0,123.0,0.0,3.0
,0.0,68,,28,9,0,2,3,0,0,0,0,0,0,,250.0,0.0,124.0,1.0,1.0
,1.0,77,,28,9,0,3,2,0,0,0,0,0,0,,250.0,0.0,97.0,0.0,0.0
,1.0,24,,28,9,0,3,2,2,0,0,0,0,0,,242.0,0.0,123.0,0.0,1.0
,1.0,44,,28,9,0,3,2,2,0,0,0,0,0,,240.0,0.0,153.0,0.0,0.0
,0.0,78,,28,9,0,3,2,0,1,0,0,0,0,,240.0,0.0,82.0,0.0,2.0
,1.0,17,,28,9,1,3,2,0,0,0,0,0,0,,240.0,0.0,105.08,0.0,0.0
,1.0,103,,28,9,1,3,2,0,0,0,0,0,0,,240.0,0.0,65.42,0.0,0.0
,0.0,16,,28,9,1,3,1,0,0,0,0,0,0,,250.0,0.0,98.0,0.0,1.0
,0.0,14,,28,9,2,3,2,0,0,0,0,0,0,,241.0,0.0,75.46,1.0,1.0
,0.0,77,,28,9,2,3,2,0,0,0,0,0,0,,177.0,0.0,65.5,0.0,0.0
,0.0,90,,28,9,2,5,2,0,0,0,0,0,0,,6.0,0.0,90.95,0.0,0.0
,0.0,90,,28,9,2,5,2,0,0,0,0,0,0,,40.0,0.0,93.6,0.0,0.0
,0.0,90,,28,9,2,5,2,0,0,0,0,0,0,,143.0,0.0,119.25,0.0,0.0
,0.0,366,,28,9,2,5,2,0,0,0,0,0,0,,40.0,0.0,134.73,0.0,0.0
,0.0,249,,28,9,2,5,2,0,0,0,0,0,0,,240.0,0.0,112.0,0.0,1.0
,1.0,69,,28,9,2,6,2,0,0,0,0,0,0,,240.0,0.0,118.13,0.0,2.0
,0.0,10,,28,10,0,1,2,0,0,0,0,0,0,,250.0,0.0,131.0,0.0,0.0
,0.0,22,,28,10,0,2,2,0,0,0,0,0,0,,240.0,0.0,88.2,0.0,0.0
,0.0,91,,28,10,0,2,2,0,0,0,0,0,0,,240.0,0.0,73.8,0.0,1.0
,0.0,23,,28,10,0,2,2,0,0,0,0,0,0,,240.0,0.0,98.0,0.0,0.0
,0.0,11,,28,10,0,2,2,0,0,0,0,0,0,,240.0,0.0,110.5,0.0,1.0
,0.0,3,,28,10,0,2,2,0,0,0,0,0,0,,240.0,0.0,131.0,0.0,1.0
,0.0,37,,28,10,1,2,2,0,0,0,0,0,0,,105.0,0.0,120.0,0.0,1.0
,0.0,21,,28,10,1,2,2,0,0,0,0,0,0,,250.0,0.0,98.0,0.0,1.0
,0.0,106,,28,10,1,2,2,0,0,0,0,0,0,,240.0,0.0,96.3,0.0,2.0
,0.0,30,,28,10,2,2,2,0,0,0,0,0,0,,214.65992721391024,0.0,197.0,0.0,1.0
,1.0,51,,28,10,2,3,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,0.0
,0.0,79,,28,10,2,3,2,0,0,0,0,0,0,,240.0,0.0,82.0,0.0,2.0
,0.0,35,,28,10,2,3,2,2,0,0,0,0,0,,240.0,0.0,149.4,0.0,0.0
,0.0,34,,28,10,2,5,2,1,0,0,0,0,0,,241.0,0.0,125.54,0.0,3.0
,0.0,87,,28,10,2,5,2,1,1,0,0,0,0,,5.0,0.0,133.83,0.0,2.0
,0.0,11,,28,10,2,6,3,1,0,0,0,0,0,,250.0,0.0,159.75,1.0,0.0
,0.0,115,,28,10,2,7,2,0,0,0,0,0,0,,240.0,0.0,120.6,0.0,2.0
,0.0,86,,28,10,3,7,2,0,0,0,0,0,0,,240.0,0.0,112.2,0.0,0.0
,0.0,41,,28,10,4,7,2,0,1,0,0,0,0,,241.0,0.0,110.6,0.0,0.0
,0.0,32,,28,10,4,9,2,0,0,0,0,0,0,,241.0,0.0,105.9,0.0,0.0
,0.0,34,,28,10,2,5,2,1,0,0,0,0,0,,241.0,0.0,95.27,0.0,3.0
,0.0,34,,28,10,2,5,2,0,0,0,0,0,0,,241.0,0.0,108.83,0.0,1.0
,1.0,100,,28,11,2,3,2,1,0,0,0,0,0,,149.0,0.0,153.96,0.0,0.0
,0.0,44,,28,11,2,3,2,0,0,0,0,0,0,,240.0,0.0,120.6,0.0,0.0
,1.0,36,,28,11,2,4,2,0,0,0,0,0,0,,240.0,0.0,126.67,0.0,0.0
,0.0,117,,28,11,2,4,3,0,0,0,0,0,0,,15.0,0.0,144.4,0.0,1.0
,0.0,70,,28,11,2,4,2,0,0,0,0,0,0,,240.0,0.0,99.5,1.0,2.0
,0.0,110,,28,11,2,5,2,0,0,0,0,0,0,,250.0,0.0,139.4,0.0,1.0
,1.0,109,,28,11,2,5,2,0,0,0,0,0,0,,240.0,0.0,73.8,0.0,1.0
,0.0,33,,28,11,2,2,2,0,0,0,0,0,0,,241.0,0.0,89.97,0.0,1.0
,0.0,33,,28,11,2,2,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,0.0
,0.0,0,,28,11,0,1,1,0,0,0,0,0,0,,214.65992721391024,0.0,123.0,0.0,0.0
,0.0,0,,28,11,0,1,2,0,0,0,0,0,0,,214.65992721391024,0.0,153.0,0.0,0.0
,0.0,0,,28,11,0,1,2,0,0,0,0,0,0,,240.0,0.0,131.0,0.0,1.0
,0.0,84,,28,11,1,1,2,0,0,0,0,0,0,,214.65992721391024,0.0,100.0,1.0,0.0
,0.0,71,,28,11,1,1,2,0,0,0,0,0,0,,175.0,0.0,65.5,0.0,0.0
,0.0,16,,28,11,1,1,2,0,0,0,0,0,0,,242.0,0.0,123.0,0.0,1.0
,0.0,54,,28,11,2,1,2,0,0,0,0,0,0,,240.0,0.0,123.0,0.0,0.0
,0.0,8,,28,11,2,1,2,0,0,0,0,0,0,,240.0,0.0,131.0,0.0,0.0
,0.0,36,,28,11,2,5,2,0,0,0,0,0,0,,5.0,0.0,104.68,1.0,0.0
,0.0,40,,28,11,2,5,2,0,0,0,0,0,0,,242.0,0.0,166.0,0.0,0.0
,1.0,59,,28,11,2,6,2,0,0,0,0,0,0,,240.0,0.0,111.25,0.0,2.0
,0.0,110,,28,11,2,5,2,0,0,0,0,0,0,,250.0,0.0,113.9,0.0,1.0
,0.0,33,,28,11,2,5,2,0,0,0,0,0,0,,240.0,0.0,129.29,1.0,0.0
,0.0,53,,29,12,1,0,2,2,0,0,0,0,0,,240.0,0.0,153.0,1.0,0.0
,0.0,2,,29,12,1,0,2,0,0,0,0,0,0,,240.0,0.0,98.0,1.0,2.0
,0.0,8,,29,12,2,4,2,1,0,0,0,0,0,,240.0,0.0,169.0,1.0,2.0
,1.0,72,,29,12,2,4,2,0,0,0,0,0,0,,240.0,0.0,93.0,0.0,2.0
,0.0,12,,29,12,2,5,2,0,0,0,0,0,0,,240.0,0.0,132.29,0.0,0.0
,0.0,48,,29,12,2,5,2,0,0,0,0,0,0,,243.0,0.0,123.0,0.0,1.0
,0.0,90,,29,12,2,5,2,0,0,0,0,0,0,,5.0,0.0,117.22,0.0,1.0
,1.0,58,,29,12,2,5,3,1,0,0,0,0,0,,250.0,0.0,164.57,0.0,1.0
,0.0,59,,29,12,2,5,2,0,0,0,0,0,0,,115.0,0.0,107.0,0.0,0.0
,0.0,90,,29,12,2,5,2,0,1,0,0,0,0,,5.0,0.0,117.22,1.0,2.0
,0.0,116,,29,12,2,5,2,0,0,0,0,0,0,,40.0,0.0,119.25,0.0,0.0
,0.0,31,,29,12,2,5,2,0,0,0,0,0,0,,243.0,0.0,123.0,0.0,0.0
